,Player,Weight,Height,Position,Unnamed: 0_x,Rk,Age,Team_x,Pos,GP_x,GS,W,L,T/O,GA,Shots,SV,SV%,GAA,SO,MIN,QS,QS%,RBS,GA%-,GSAA,GAA/A,GPS,G_x,A_x,PTS,PIM_x,Awards,Unnamed: 0_y,Round,Draft Position,Team_y,Seasons,GP_y,G_y,A_y,TP,PIM_y,Year,PPS
327,Rémi Poirier,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3155,6,185,Dallas Stars,1,0,0,0,0,0,2020,0.0
328,Amir Miftakhov,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3156,6,186,Tampa Bay Lightning,0,0,0,0,0,0,2020,0.0
329,Hugo Ollas,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3167,7,197,New York Rangers,0,0,0,0,0,0,2020,0.0
330,Devon Levi,184.0,72.0,G,277.0,80.0,21.0,BUF,G,30.0,28.0,15.0,10.0,2.0,88.0,888.0,800.0,0.905,2.94,0.0,429:011294:54,15.0,0.714,1.0,99.0,0.3,2.94,1.3,0.0,0.0,0.0,0.0,0,3182,7,212,Florida Panthers,3,38,0,0,0,0,2020,0.0
331,Henrik Tikkanen,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3184,7,214,New York Islanders,0,0,0,0,0,0,2020,0.0
332,Sebastian Cossa,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3202,1,15,Detroit Red Wings,1,1,0,0,0,0,2021,0.0
333,Jesper Wallstedt,0.0,0.0,G,296.0,88.0,21.0,MIN,G,3.0,3.0,2.0,1.0,0.0,9.0,87.0,78.0,0.897,3.01,1.0,179:17,2.0,0.667,1.0,107.0,-0.6,3.01,0.4,0.0,0.0,0.0,0.0,0,3207,1,20,Minnesota Wild,2,4,0,0,0,0,2021,0.0
334,Aleksei Kolosov,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3264,3,78,Philadelphia Flyers,1,10,0,0,0,0,2021,0.0
335,Ben Gaudreau,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3267,3,81,San Jose Sharks,0,0,0,0,0,0,2021,0.0
336,Patrik Hamrla,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3269,3,83,Carolina Hurricanes,0,0,0,0,0,0,2021,0.0
337,Tristan Lennox,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3279,3,93,New York Islanders,0,0,0,0,0,0,2021,0.0
338,Jakub Málek,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3286,4,100,New Jersey Devils,0,0,0,0,0,0,2021,0.0
339,Talyn Boyko,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3298,4,112,New York Rangers,0,0,0,0,0,0,2021,0.0
340,Philip Svedebäck,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3303,4,117,Boston Bruins,0,0,0,0,0,0,2021,0.0
341,Rasmus Korhonen,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3308,4,122,Arizona Coyotes,0,0,0,0,0,0,2021,0.0
342,Aku Koskenvuo,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3323,5,137,Vancouver Canucks,0,0,0,0,0,0,2021,0.0
343,Gage Alexander,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3334,5,148,Anaheim Ducks,0,0,0,0,0,0,2021,0.0
344,Kirill Gerasimyuk,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3338,5,152,Florida Panthers,0,0,0,0,0,0,2021,0.0
345,Semyon Vyazovoy,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3349,6,163,Seattle Kraken,0,0,0,0,0,0,2021,0.0
346,Chase Clark,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3369,6,183,Washington Capitals,0,0,0,0,0,0,2021,0.0
347,Vyacheslav Peksa,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3371,6,185,Toronto Maple Leafs,0,0,0,0,0,0,2021,0.0
348,Nikita Quapp,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3373,6,187,Carolina Hurricanes,0,0,0,0,0,0,2021,0.0
349,Yegor Naumov,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3386,7,200,Carolina Hurricanes,0,0,0,0,0,0,2021,0.0
350,Arsenii Sergeev,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3391,7,205,Calgary Flames,0,0,0,0,0,0,2021,0.0
351,Joe Vrbetic,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3400,7,214,Montréal Canadiens,0,0,0,0,0,0,2021,0.0
352,Carl Lindbom,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3408,7,222,Vegas Golden Knights,0,0,0,0,0,0,2021,0.0
