,Player,Weight,Height,Position,Rk,Age,Team_x,GP_x,G_x,A_x,PTS,+/-,PIM_x,EVG,PPG,SHG,GWG,EV,PP,SH,SOG,SPCT,TSA,TOI,ATOI,FOW,FOL,FO%,BLK,HIT,TAKE,GIVE,Unnamed: 0_y,Round,Draft Position,Team_y,Seasons,GP_y,G_y,A_y,TP,PIM_y,Year,PPS
1412,Michael Downing,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1574,4,97,Florida Panthers,0,0,0,0,0,0,2013,0.0
1420,Dylan Labbé,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1584,4,107,Minnesota Wild,0,0,0,0,0,0,2013,0.0
1421,Ben Harpur,222.0,78.0,D,772.0,21.0,OTT,198.0,2.0,19.0,21.0,-42.0,143.0,2.0,0.0,0.0,0.0,18.0,0.0,1.0,162.0,0.0,4.0,68:18,17:48,0.0,0.0,0.0,221.0,317.0,48.0,149.0,1585,4,108,Ottawa Senators,7,198,2,19,21,143,2013,3.0
1423,Ryan Graves,226.0,77.0,D,649.0,23.0,COL,372.0,31.0,83.0,114.0,94.0,184.0,31.0,0.0,0.0,3.0,79.0,0.0,4.0,590.0,11.5,62.0,288:42,20:43,0.0,0.0,0.0,721.0,466.0,111.0,214.0,1587,4,110,New York Rangers,7,396,31,83,114,197,2013,16.285714285714285
1424,Robin Norell,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1588,4,111,Chicago Blackhawks,0,0,0,0,0,0,2013,0.0
1427,Jan Kostalek,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1591,4,114,Winnipeg Jets,0,0,0,0,0,0,2013,0.0
1428,Jordan Subban,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1592,4,115,Vancouver Canucks,0,0,0,0,0,0,2013,0.0
1431,Ryan Segalla,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1596,4,119,Pittsburgh Penguins,0,0,0,0,0,0,2013,0.0
1435,Will Butcher,190.0,70.0,D,148.0,23.0,NJD,275.0,16.0,98.0,114.0,-37.0,34.0,12.0,4.0,0.0,3.0,60.0,38.0,0.0,330.0,5.7,239.0,1301:12,19:16,0.0,0.0,0.0,271.0,108.0,56.0,113.0,1600,5,123,Colorado Avalanche,5,275,16,98,114,34,2013,22.8
1438,Tucker Poolman,199.0,74.0,D,757.0,24.0,WPG,163.0,6.0,17.0,23.0,2.0,38.0,5.0,0.0,1.0,1.0,17.0,0.0,0.0,191.0,3.7,63.0,301:31,18:18,0.0,0.0,0.0,201.0,182.0,35.0,110.0,1604,5,127,Winnipeg Jets,7,163,6,17,23,38,2013,3.2857142857142856
1442,Terrance Amorosa,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1609,5,132,Philadelphia Flyers,0,0,0,0,0,0,2013,0.0
1443,Connor Clifton,175.0,71.0,D,780.0,23.0,BOS,311.0,14.0,47.0,61.0,49.0,245.0,13.0,0.0,1.0,1.0,46.0,0.0,1.0,340.0,0.0,51.0,336:24,18:13,0.0,0.0,0.0,397.0,806.0,98.0,116.0,1610,5,133,Phoenix Coyotes,7,340,14,53,67,268,2013,9.571428571428571
1445,Eric Roy,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1612,5,135,Calgary Flames,0,0,0,0,0,0,2013,0.0
1447,Carson Soucy,211.0,77.0,D,968.0,23.0,MIN,290.0,23.0,51.0,74.0,71.0,198.0,20.0,1.0,2.0,3.0,45.0,3.0,3.0,325.0,0.0,5.0,44:32,17:40,0.0,0.0,0.0,335.0,461.0,90.0,109.0,1614,5,137,Minnesota Wild,7,320,24,54,78,218,2013,11.142857142857142
1449,Mitch Wheaton,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1616,5,139,Detroit Red Wings,0,0,0,0,0,0,2013,0.0
1450,Teemu Kivihalme,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1617,5,140,Nashville Predators,0,0,0,0,0,0,2013,0.0
1451,Michael Brodzinski,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1618,5,141,San Jose Sharks,0,0,0,0,0,0,2013,0.0
1453,Anthony Florentino,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1620,5,143,Buffalo Sabres,0,0,0,0,0,0,2013,0.0
1454,Blake Heinrich,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1621,5,144,Washington Capitals,0,0,0,0,0,0,2013,0.0
1455,Anton Cederholm,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1622,5,145,Vancouver Canucks,0,0,0,0,0,0,2013,0.0
1459,Wiley Sherman,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1627,5,150,Boston Bruins,0,0,0,0,0,0,2013,0.0
1460,Gage Ausmus,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1628,5,151,San Jose Sharks,0,0,0,0,0,0,2013,0.0
1461,Josh Brown,0.0,0.0,D,728.0,25.0,FLA,342.0,11.0,29.0,40.0,-33.0,333.0,11.0,0.0,0.0,2.0,29.0,0.0,0.0,286.0,3.6,65.0,492:07,15:58,0.0,0.0,0.0,451.0,728.0,61.0,137.0,1629,6,152,Florida Panthers,7,293,11,23,34,303,2013,4.857142857142857
1465,Tyler Ganly,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1633,6,156,Carolina Hurricanes,0,0,0,0,0,0,2013,0.0
1467,Ben Betker,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1635,6,158,Edmonton Oilers,0,0,0,0,0,0,2013,0.0
1471,Dane Birks,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1641,6,164,Pittsburgh Penguins,0,0,0,0,0,0,2013,0.0
1476,Marc McNulty,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1646,6,169,Detroit Red Wings,0,0,0,0,0,0,2013,0.0
1478,Santeri Saari,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1650,6,173,St. Louis Blues,0,0,0,0,0,0,2013,0.0
1480,Mike Williamson,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1652,6,175,Vancouver Canucks,0,0,0,0,0,0,2013,0.0
1483,Zac Leslie,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1655,6,178,Los Angeles Kings,0,0,0,0,0,0,2013,0.0
1487,Aleksi Mäkelä,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1659,7,182,Dallas Stars,0,0,0,0,0,0,2013,0.0
1488,Wilhelm Westlund,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1660,7,183,Colorado Avalanche,0,0,0,0,0,0,2013,0.0
1491,Joël Vermin,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1663,7,186,Tampa Bay Lightning,2,24,0,4,4,4,2013,2.0
1492,Rushan Rafikov,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1664,7,187,Calgary Flames,0,0,0,0,0,0,2013,0.0
1495,Brenden Kichton,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1667,7,190,Winnipeg Jets,0,0,0,0,0,0,2013,0.0
1497,David Drake,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1669,7,192,Philadelphia Flyers,0,0,0,0,0,0,2013,0.0
1499,Marcus Karlström,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1671,7,194,Winnipeg Jets,0,0,0,0,0,0,2013,0.0
1501,Kyle Burroughs,193.0,72.0,D,752.0,25.0,COL,168.0,5.0,14.0,19.0,-48.0,177.0,5.0,0.0,0.0,1.0,13.0,1.0,0.0,168.0,0.0,8.0,50:24,19:09,0.0,0.0,0.0,279.0,530.0,42.0,41.0,1673,7,196,New York Islanders,5,181,5,16,21,199,2013,4.2
1502,Nolan De Jong,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1674,7,197,Minnesota Wild,0,0,0,0,0,0,2013,0.0
1503,John Gilmour,190.0,72.0,D,642.0,24.0,NYR,37.0,2.0,3.0,5.0,-16.0,18.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,75.0,3.3,129.0,480:56,17:11,0.0,0.0,0.0,43.0,33.0,12.0,35.0,1675,7,198,Calgary Flames,3,37,2,3,5,18,2013,1.6666666666666667
1507,Tyler Lewington,202.0,74.0,D,742.0,24.0,WSH,12.0,1.0,2.0,3.0,4.0,40.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,33.3,4.0,27:35,14:10,0.0,0.0,0.0,14.0,19.0,1.0,7.0,1681,7,204,Washington Capitals,4,12,1,2,3,40,2013,0.75
1508,Miles Liberati,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1682,7,205,Vancouver Canucks,0,0,0,0,0,0,2013,0.0
1509,MacKenzie Weegar,200.0,72.0,D,979.0,23.0,FLA,469.0,51.0,153.0,204.0,94.0,353.0,46.0,4.0,1.0,9.0,126.0,21.0,6.0,889.0,0.0,5.0,52:20,23:22,0.0,0.0,0.0,800.0,992.0,287.0,424.0,1683,7,206,Florida Panthers,9,500,55,165,220,363,2013,24.444444444444443
1513,Robin Press,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1688,7,211,Chicago Blackhawks,0,0,0,0,0,0,2013,0.0
1514,Aaron Ekblad,220.0,76.0,D,156.0,18.0,FLA,676.0,115.0,232.0,347.0,85.0,452.0,72.0,41.0,2.0,24.0,158.0,70.0,4.0,1688.0,7.1,351.0,1766:37,25:05,0.0,0.0,0.0,729.0,749.0,296.0,621.0,1689,1,1,Florida Panthers,11,708,116,246,362,485,2014,32.90909090909091
1520,Haydn Fleury,208.0,75.0,D,584.0,21.0,CAR,315.0,13.0,28.0,41.0,-29.0,87.0,13.0,0.0,0.0,1.0,27.0,0.0,1.0,402.0,0.0,181.0,1125:16,20:39,0.0,0.0,0.0,402.0,405.0,66.0,155.0,1695,1,7,Carolina Hurricanes,8,289,10,33,43,83,2014,5.375
1527,Julius Honka,180.0,71.0,D,625.0,21.0,DAL,87.0,2.0,11.0,13.0,-7.0,28.0,2.0,0.0,0.0,1.0,9.0,2.0,0.0,114.0,2.9,61.0,269:54,16:52,0.0,0.0,0.0,74.0,45.0,12.0,54.0,1702,1,14,Dallas Stars,3,87,2,11,13,28,2014,4.333333333333333
1530,Travis Sanheim,181.0,75.0,D,552.0,21.0,PHI,497.0,46.0,137.0,183.0,-44.0,219.0,42.0,2.0,2.0,8.0,121.0,13.0,3.0,783.0,2.8,151.0,763:35,23:48,0.0,0.0,0.0,748.0,380.0,149.0,338.0,1705,1,17,Philadelphia Flyers,8,528,52,150,202,241,2014,25.25
1532,Anthony DeAngelo,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1707,1,19,Tampa Bay Lightning,8,371,48,162,210,329,2014,26.25
1547,Dominik Masin,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1723,2,35,Tampa Bay Lightning,0,0,0,0,0,0,2014,0.0
1548,Marcus Pettersson,177.0,75.0,D,686.0,21.0,ANA,528.0,16.0,142.0,158.0,96.0,335.0,14.0,2.0,0.0,1.0,129.0,11.0,2.0,600.0,6.3,31.0,299:23,22:40,0.0,0.0,0.0,730.0,753.0,145.0,239.0,1726,2,38,Anaheim Ducks,8,476,16,130,146,290,2014,18.25
1549,Andreas Englund,189.0,75.0,D,848.0,21.0,OTT,209.0,1.0,20.0,21.0,-17.0,175.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,118.0,0.0,7.0,53:09,14:53,0.0,0.0,0.0,173.0,539.0,31.0,48.0,1728,2,40,Ottawa Senators,7,170,2,16,18,152,2014,2.571428571428572
1550,Josh Jacobs,200.0,74.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1729,2,41,New Jersey Devils,2,3,0,0,0,2,2014,0.0
1555,Julius Bergman,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1734,2,46,San Jose Sharks,0,0,0,0,0,0,2014,0.0
1556,Ryan Collins,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1735,2,47,Columbus Blue Jackets,0,0,0,0,0,0,2014,0.0
1559,Roland McKeown,195.0,73.0,D,717.0,22.0,CAR,16.0,0.0,3.0,3.0,4.0,27.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,10.0,0.0,26.0,134:06,13:25,0.0,0.0,0.0,11.0,7.0,2.0,7.0,1738,2,50,Los Angeles Kings,2,16,0,3,3,27,2014,1.5
1560,Jack Dougherty,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1739,2,51,Nashville Predators,0,0,0,0,0,0,2014,0.0
1564,Brandon Montour,193.0,72.0,D,605.0,22.0,ANA,652.0,81.0,224.0,305.0,15.0,477.0,64.0,12.0,5.0,18.0,148.0,75.0,1.0,1409.0,4.0,111.0,469:17,24:08,0.0,0.0,0.0,751.0,743.0,204.0,428.0,1743,2,55,Anaheim Ducks,9,551,74,198,272,405,2014,30.22222222222222
1566,John MacLeod,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1745,2,57,Tampa Bay Lightning,0,0,0,0,0,0,2014,0.0
1568,Alex Lintuniemi,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1748,2,60,Los Angeles Kings,0,0,0,0,0,0,2014,0.0
1571,Brandon Hickey,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752,3,64,Calgary Flames,0,0,0,0,0,0,2014,0.0
1573,Nikita Tryamkin,265.0,79.0,D,735.0,21.0,VAN,79.0,3.0,8.0,11.0,-10.0,74.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,76.0,9.1,35.0,227:45,17:31,0.0,0.0,0.0,110.0,176.0,13.0,36.0,1754,3,66,Vancouver Canucks,2,79,3,8,11,74,2014,5.5
1575,Rinat Valiyev,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1756,3,68,Toronto Maple Leafs,2,12,0,0,0,2,2014,0.0
1576,Jack Glover,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1757,3,69,Winnipeg Jets,0,0,0,0,0,0,2014,0.0
1577,Miles Gendron,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1758,3,70,Ottawa Senators,0,0,0,0,0,0,2014,0.0
1580,Brett Lernout,214.0,76.0,D,905.0,20.0,MTL,21.0,0.0,1.0,1.0,-6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,6:30,6:30,0.0,0.0,0.0,21.0,65.0,4.0,11.0,1761,3,73,Montréal Canadiens,3,21,0,1,1,6,2014,0.3333333333333333
1581,Brycen Martin,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1762,3,74,Buffalo Sabres,0,0,0,0,0,0,2014,0.0
1582,Alex Peters,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1763,3,75,Dallas Stars,0,0,0,0,0,0,2014,0.0
1583,Blake Siebenaler,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765,3,77,Columbus Blue Jackets,0,0,0,0,0,0,2014,0.0
1585,Louie Belpedio,196.0,71.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1768,3,80,Minnesota Wild,4,16,2,4,6,0,2014,1.5
1587,Jake Walman,170.0,73.0,D,964.0,23.0,STL,253.0,28.0,33.0,61.0,-4.0,117.0,27.0,1.0,0.0,5.0,25.0,7.0,1.0,470.0,0.0,1.0,11:04,19:46,0.0,0.0,0.0,409.0,209.0,75.0,123.0,1770,3,82,St. Louis Blues,6,230,30,43,73,125,2014,12.166666666666666
1589,Kyle Wood,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1772,3,84,Colorado Avalanche,0,0,0,0,0,0,2014,0.0
1591,Mark Friedman,185.0,71.0,D,899.0,23.0,PHI,97.0,6.0,10.0,16.0,8.0,79.0,6.0,0.0,0.0,1.0,10.0,0.0,0.0,100.0,0.0,1.0,12:33,14:27,0.0,0.0,0.0,101.0,149.0,12.0,20.0,1774,3,86,Philadelphia Flyers,7,91,4,9,13,70,2014,1.8571428571428568
1596,William Lagesson,207.0,74.0,D,901.0,23.0,EDM,173.0,0.0,20.0,20.0,8.0,99.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,123.0,0.0,19.0,94:55,15:39,0.0,0.0,0.0,182.0,251.0,21.0,102.0,1779,4,91,Edmonton Oilers,5,100,0,11,11,54,2014,2.2
1599,Josh Wesley,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1784,4,96,Carolina Hurricanes,0,0,0,0,0,0,2014,0.0
1604,Nelson Nogier,191.0,74.0,D,930.0,20.0,WPG,11.0,0.0,0.0,0.0,-1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,16.0,117:08,11:43,0.0,0.0,0.0,6.0,12.0,0.0,6.0,1789,4,101,Winnipeg Jets,2,11,0,0,0,5,2014,0.0
1605,Alexis Vanier,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1790,4,102,San Jose Sharks,0,0,0,0,0,0,2014,0.0
1607,Ryan Mantha,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1792,4,104,New York Rangers,0,0,0,0,0,0,2014,0.0
1608,Michael Prapavessis,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793,4,105,Dallas Stars,0,0,0,0,0,0,2014,0.0
1611,Devon Toews,191.0,73.0,D,431.0,24.0,NYI,397.0,52.0,182.0,234.0,156.0,100.0,45.0,7.0,0.0,10.0,147.0,33.0,2.0,806.0,6.2,156.0,858:59,25:22,0.0,1.0,0.0,525.0,344.0,225.0,223.0,1796,4,108,New York Islanders,7,426,53,194,247,110,2014,35.285714285714285
1618,Ben Thomas,187.0,73.0,D,994.0,24.0,TBL,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,71:11,14:14,0.0,0.0,0.0,4.0,4.0,1.0,1.0,1807,4,119,Tampa Bay Lightning,1,5,0,0,0,0,2014,0.0
1619,Steven Johnson,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1808,4,120,Los Angeles Kings,0,0,0,0,0,0,2014,0.0
1622,Matthew Berkovitz,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1811,5,123,Anaheim Ducks,0,0,0,0,0,0,2014,0.0
