,Player,Weight,Height,Position,Rk,Age,Team_x,GP_x,G_x,A_x,PTS,+/-,PIM_x,EVG,PPG,SHG,GWG,EV,PP,SH,SOG,SPCT,TSA,TOI,ATOI,FOW,FOL,FO%,BLK,HIT,TAKE,GIVE,Unnamed: 0_y,Round,Draft Position,Team_y,Seasons,GP_y,G_y,A_y,TP,PIM_y,Year,PPS
2575,Kim Nousiainen,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2872,4,119,Los Angeles Kings,0,0,0,0,0,0,2019,0.0
2576,Maxwell Crozier,0.0,0.0,D,750.0,23.0,TBL,13.0,0.0,2.0,2.0,-2.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,13.0,0.0,32.0,168:09,12:56,0.0,0.0,0.0,11.0,16.0,6.0,5.0,2873,4,120,Tampa Bay Lightning,1,13,0,2,2,7,2019,2.0
2582,Jacob LeGuerrier,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2879,5,126,Montréal Canadiens,0,0,0,0,0,0,2019,0.0
2583,Cooper Moore,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2881,5,128,Detroit Red Wings,0,0,0,0,0,0,2019,0.0
2598,Mike Koster,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2899,5,146,Toronto Maple Leafs,0,0,0,0,0,0,2019,0.0
2604,Martin Has,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2906,5,153,Washington Capitals,0,0,0,0,0,0,2019,0.0
2605,Roman Bychkov,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2907,5,154,Boston Bruins,0,0,0,0,0,0,2019,0.0
2607,Braden Doyle,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2910,6,157,Los Angeles Kings,0,0,0,0,0,0,2019,0.0
2613,William Francis,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2916,6,163,Anaheim Ducks,0,0,0,0,0,0,2019,0.0
2616,Marshall Warren,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2919,6,166,Minnesota Wild,0,0,0,0,0,0,2019,0.0
2621,Ben Brinkman,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2926,6,173,Dallas Stars,0,0,0,0,0,0,2019,0.0
2625,Gustav Berglund,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2930,6,177,Detroit Red Wings,0,0,0,0,0,0,2019,0.0
2630,Quinn Schmiemann,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2935,6,182,Tampa Bay Lightning,0,0,0,0,0,0,2019,0.0
2632,Santeri Hatakka,174.0,72.0,D,789.0,21.0,SJS,21.0,0.0,4.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,15.0,0.0,7.0,113:40,14:39,0.0,0.0,0.0,19.0,19.0,2.0,9.0,2937,6,184,San Jose Sharks,2,21,0,4,4,6,2019,2.0
2634,Mathew Hill,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2939,6,186,Anaheim Ducks,0,0,0,0,0,0,2019,0.0
2635,Maxence Guénette,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2940,7,187,Ottawa Senators,2,8,0,0,0,2,2019,0.0
2641,Cole Moberg,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2947,7,194,Chicago Blackhawks,0,0,0,0,0,0,2019,0.0
2646,Axel Bergkvist,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2953,7,200,Arizona Coyotes,0,0,0,0,0,0,2019,0.0
2649,Kalle Loponen,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2957,7,204,Toronto Maple Leafs,0,0,0,0,0,0,2019,0.0
2651,Kieran Ruscheinski,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2959,7,206,Montréal Canadiens,0,0,0,0,0,0,2019,0.0
2655,Santeri Airola,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2964,7,211,Pittsburgh Penguins,0,0,0,0,0,0,2019,0.0
2665,Jake Sanderson,185.0,74.0,D,268.0,20.0,OTT,156.0,14.0,56.0,70.0,2.0,35.0,9.0,5.0,0.0,3.0,30.0,26.0,0.0,290.0,3.0,279.0,1687:52,23:13,0.0,0.0,0.0,286.0,92.0,67.0,134.0,2975,1,5,Ottawa Senators,3,186,15,71,86,37,2020,28.666666666666668
2666,Jamie Drysdale,175.0,71.0,D,517.0,18.0,ANA,181.0,13.0,47.0,60.0,-81.0,40.0,11.0,2.0,0.0,1.0,30.0,15.0,2.0,283.0,10.7,69.0,469:59,21:35,0.0,0.0,0.0,187.0,106.0,37.0,93.0,2976,1,6,Anaheim Ducks,5,166,11,43,54,34,2020,10.8
2675,Kaiden Guhle,205.0,74.0,D,441.0,21.0,MTL,114.0,10.0,30.0,40.0,-27.0,83.0,10.0,0.0,0.0,1.0,30.0,0.0,0.0,143.0,8.3,107.0,902:42,20:51,0.0,0.0,0.0,255.0,200.0,48.0,94.0,2986,1,16,Montréal Canadiens,3,138,12,34,46,98,2020,15.333333333333334
2678,Braden Schneider,202.0,74.0,D,569.0,20.0,NYR,206.0,12.0,36.0,48.0,13.0,41.0,11.0,0.0,1.0,2.0,35.0,1.0,0.0,199.0,8.0,65.0,665:29,15:54,0.0,0.0,0.0,315.0,374.0,55.0,111.0,2989,1,19,New York Rangers,4,236,14,43,57,47,2020,14.25
2679,Shakir Mukhamadullin,0.0,0.0,D,852.0,22.0,SJS,3.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,12.0,63:28,21:09,0.0,0.0,0.0,11.0,5.0,1.0,2.0,2990,1,20,New Jersey Devils,2,5,0,1,1,4,2020,0.5
2684,Justin Barron,195.0,74.0,D,774.0,20.0,2TM,101.0,13.0,19.0,32.0,-11.0,36.0,10.0,2.0,1.0,2.0,18.0,1.0,0.0,126.0,7.7,18.0,120:15,19:01,0.0,0.0,0.0,107.0,120.0,15.0,73.0,2995,1,25,Colorado Avalanche,4,110,13,18,31,44,2020,7.75
2691,William Wallinder,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3002,2,32,Detroit Red Wings,0,0,0,0,0,0,2020,0.0
2694,Helge Grans,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3005,2,35,Los Angeles Kings,1,6,0,1,1,2,2020,1.0
2698,Ryan O'Rourke,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3009,2,39,Minnesota Wild,0,0,0,0,0,0,2020,0.0
2703,Tyler Kleven,200.0,76.0,D,762.0,21.0,OTT,17.0,0.0,3.0,3.0,-2.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,18.0,0.0,24.0,117:31,14:41,0.0,0.0,0.0,16.0,17.0,5.0,13.0,3014,2,44,Ottawa Senators,3,47,1,4,5,12,2020,1.6666666666666667
2704,Brock Faber,200.0,73.0,D,927.0,20.0,MIN,84.0,8.0,39.0,47.0,1.0,26.0,5.0,3.0,0.0,1.0,26.0,13.0,0.0,137.0,0.0,4.0,40:08,24:58,0.0,0.0,0.0,159.0,65.0,16.0,36.0,3015,2,45,Los Angeles Kings,3,115,11,53,64,35,2020,21.33333333333333
2708,Yan Kuznetsov,0.0,0.0,D,937.0,21.0,CGY,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,11:58,11:58,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3020,2,50,Calgary Flames,1,1,0,0,0,0,2020,0.0
2711,Emil Andrae,189.0,69.0,D,869.0,21.0,PHI,4.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,52:00,13:00,0.0,0.0,0.0,6.0,5.0,0.0,1.0,3024,2,54,Philadelphia Flyers,2,23,1,4,5,12,2020,2.5
2715,Mason Lohrei,211.0,77.0,D,516.0,23.0,BOS,41.0,4.0,9.0,13.0,-2.0,18.0,3.0,1.0,0.0,1.0,7.0,2.0,0.0,43.0,9.3,102.0,695:16,16:57,0.0,0.0,0.0,63.0,32.0,9.0,29.0,3028,2,58,Boston Bruins,2,68,5,20,25,22,2020,12.5
2720,Donovan Sebrango,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3033,3,63,Detroit Red Wings,0,0,0,0,0,0,2020,0.0
2721,Topi Niemelä,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3034,3,64,Toronto Maple Leafs,0,0,0,0,0,0,2020,0.0
2722,Daemon Hunt,201.0,73.0,D,824.0,21.0,MIN,12.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,21.0,138:03,11:30,0.0,0.0,0.0,17.0,8.0,1.0,3.0,3035,3,65,Minnesota Wild,2,13,0,1,1,0,2020,0.5
2724,Ian Moore,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3037,3,67,Anaheim Ducks,0,0,0,0,0,0,2020,0.0
2725,Lukas Cormier,0.0,0.0,D,798.0,21.0,VEG,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,8.0,34:34,17:17,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3038,3,68,Vegas Golden Knights,1,2,0,1,1,0,2020,1.0
2726,Alexander Nikishin,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3039,3,69,Carolina Hurricanes,0,0,0,0,0,0,2020,0.0
2727,Eemil Viro,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3040,3,70,Detroit Red Wings,0,0,0,0,0,0,2020,0.0
2728,Jérémie Poirier,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3042,3,72,Calgary Flames,0,0,0,0,0,0,2020,0.0
2729,Luke Prokop,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3043,3,73,Nashville Predators,0,0,0,0,0,0,2020,0.0
2733,Samuel Knazko,198.0,73.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3048,3,78,Columbus Blue Jackets,1,2,0,0,0,0,2020,0.0
2735,Jake Boltmann,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3050,3,80,Calgary Flames,0,0,0,0,0,0,2020,0.0
2736,Wyatt Kaiser,0.0,0.0,D,721.0,20.0,CHI,41.0,0.0,10.0,10.0,-4.0,26.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,32.0,0.0,27.0,167:25,18:36,0.0,0.0,0.0,56.0,27.0,7.0,36.0,3051,3,81,Chicago Blackhawks,3,69,0,11,11,40,2020,3.6666666666666665
2737,Joni Jurmo,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3052,3,82,Vancouver Canucks,0,0,0,0,0,0,2020,0.0
2742,Leo Lööf,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3058,3,88,St. Louis Blues,0,0,0,0,0,0,2020,0.0
2747,Jack Thompson,0.0,0.0,D,1011.0,21.0,2TM,6.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,7.0,47:01,17:41,0.0,0.0,0.0,6.0,8.0,6.0,0.0,3063,3,93,Tampa Bay Lightning,2,17,2,3,5,6,2020,2.5
2749,Mike Benning,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3065,4,95,Florida Panthers,0,0,0,0,0,0,2020,0.0
2754,Adam Wilsby,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3071,4,101,Nashville Predators,1,9,0,2,2,0,2020,2.0
2756,Thimo Nickl,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3074,4,104,Anaheim Ducks,0,0,0,0,0,0,2020,0.0
2757,Zach Uens,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3075,4,105,Florida Panthers,0,0,0,0,0,0,2020,0.0
2760,Michael Krutil,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3080,4,110,Chicago Blackhawks,0,0,0,0,0,0,2020,0.0
2761,Mitchell Miller,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3081,4,111,Arizona Coyotes,0,0,0,0,0,0,2020,0.0
2765,Eamon Powell,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3086,4,116,Tampa Bay Lightning,0,0,0,0,0,0,2020,0.0
2769,Ethan Edwards,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3090,4,120,New Jersey Devils,0,0,0,0,0,0,2020,0.0
2771,William Villeneuve,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3092,4,122,Toronto Maple Leafs,0,0,0,0,0,0,2020,0.0
2780,Alex Cotton,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3102,5,132,Detroit Red Wings,0,0,0,0,0,0,2020,0.0
2781,Anton Johannesson,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3103,5,133,Winnipeg Jets,0,0,0,0,0,0,2020,0.0
2787,Ben Meehan,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3110,5,140,Los Angeles Kings,0,0,0,0,0,0,2020,0.0
2788,Isaak Phillips,193.0,75.0,D,1054.0,20.0,CHI,53.0,1.0,10.0,11.0,-37.0,31.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,51.0,0.0,6.0,49:21,17:04,0.0,0.0,0.0,43.0,86.0,27.0,33.0,3111,5,141,Chicago Blackhawks,4,56,2,10,12,31,2020,3.0
2791,Jacob Truscott,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3114,5,144,Vancouver Canucks,0,0,0,0,0,0,2020,0.0
2792,Ole Julian Bjørgvik Holm,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3115,5,145,Columbus Blue Jackets,0,0,0,0,0,0,2020,0.0
2797,Matt Kessel,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3120,5,150,St. Louis Blues,3,67,1,9,10,22,2020,3.333333333333333
2798,Mason Langenbrunner,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3121,5,151,Boston Bruins,0,0,0,0,0,0,2020,0.0
2800,Kasper Puutio,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3123,5,153,Florida Panthers,0,0,0,0,0,0,2020,0.0
2803,Kyle Aucoin,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3126,6,156,Detroit Red Wings,0,0,0,0,0,0,2020,0.0
2810,Tyrel Bauer,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3134,6,164,Winnipeg Jets,0,0,0,0,0,0,2020,0.0
2812,Luke Reid,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3136,6,166,Nashville Predators,0,0,0,0,0,0,2020,0.0
2822,Samuel Johannesson,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3146,6,176,Columbus Blue Jackets,0,0,0,0,0,0,2020,0.0
2823,Axel Rindell,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3147,6,177,Toronto Maple Leafs,0,0,0,0,0,0,2020,0.0
2828,Matias Rajaniemi,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3153,6,183,New York Islanders,0,0,0,0,0,0,2020,0.0
2829,Noah Ellis,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3154,6,184,Vegas Golden Knights,0,0,0,0,0,0,2020,0.0
2831,Louis Crevier,0.0,0.0,D,719.0,22.0,CHI,24.0,0.0,3.0,3.0,-16.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,18.0,0.0,42.0,376:24,15:41,0.0,0.0,0.0,50.0,30.0,4.0,9.0,3158,7,188,Chicago Blackhawks,2,29,1,3,4,4,2020,2.0
2832,John Fusco,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3159,7,189,Toronto Maple Leafs,0,0,0,0,0,0,2020,0.0
2834,Viktor Persson,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3161,7,191,Vancouver Canucks,0,0,0,0,0,0,2020,0.0
2836,Albert Lyckåsen,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3163,7,193,Buffalo Sabres,0,0,0,0,0,0,2020,0.0
2837,Noah Beck,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3164,7,194,St. Louis Blues,0,0,0,0,0,0,2020,0.0
2847,Ilya Solovyov,208.0,75.0,D,736.0,23.0,CGY,10.0,0.0,3.0,3.0,-3.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,10.0,0.0,25.0,158:57,15:54,0.0,0.0,0.0,17.0,14.0,0.0,3.0,3175,7,205,Calgary Flames,1,10,0,3,3,4,2020,3.0
2850,Ronan Seeley,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3178,7,208,Carolina Hurricanes,0,0,0,0,0,0,2020,0.0
2858,Owen Power,213.0,78.0,D,762.0,19.0,BUF,163.0,12.0,59.0,71.0,21.0,54.0,12.0,0.0,0.0,2.0,43.0,14.0,2.0,248.0,20.0,17.0,176:41,23:48,0.0,0.0,0.0,210.0,73.0,51.0,92.0,3188,1,1,Buffalo Sabres,4,194,16,74,90,62,2021,22.5
